label_val_1;label_val_2;label_val_3;num_val_1;num_val_2;num_val_3;label_harmonized_1;label_harmonized_2;label_harmonized_3
rural;urban;large;0;1;2;;;
rural;urban;metropol;0;1;2;;;
rural;urban;metropolitan;0;1;2;;;
rural;urban;metropolitan_gb_gbn_only;0;1;2;;;
rural;urban;metropolitan_gbn_only;0;1;2;;;
rural;urban;metropolitan_great_britain;0;1;2;;;
rural_area;towns_and_suburbs_small_urban_area;cities_large_urban_area;0;1;2;;;
rural_area;towns_and_suburbs_small_urban_area;cities_large_urban_area;0;1;2;;;
rural_area;towns_and_suburbs_small_urban_area;cities_large_urban_area_not_coded;0;1;2;;;
rural_area;towns_and_suburbs_small_urban_area;cities_large_urban_area_not_coded;0;1;2;;;
rural_area_[not_coded];towns_and_suburbs_small_urban_area;cities_large_urban_area;0;1;2;;;
rural_area_not_coded;towns_and_suburbs_small_urban_area;cities_large_urban_area;0;1;2;;;
rural_area_or_village;small_middle_sized_town;large_town;0;1;2;village;small_middle_town;large_town
rural_area_or_village;small_middle_town;large_town;0;1;2;village;small_middle_town;large_town
rural_area_or_village;small_or_middle_sized_town;large_town;0;1;2;village;small_middle_town;large_town
rural_area_or_village;small_or_middle_sized_town;large_town;0;1;2;village;small_middle_town;large_town
rural_area_village;small_mid_size_town;large_town;0;1;2;village;small_middle_town;large_town
rural_areas;cities;capital;0;1;2;rural;urban;capital
rural_areas;urban_areas;capital;0;1;2;rural;urban;capital
rural_settlement;other_cities_urban_centres;ljubljana_area;;;;;;
safer;as_safe;less_safe;1;0;1;safer;same;less_safe
same_criteria_even_if_higher_costs;stricter_criteria_to_limit_costs;east_cent_europe_not_be_eu_member;;;;;;
self_employed;employed;not_working;1;2;0;self_employed;employed;not_working
self_employed;employed;not_working;1;2;0;self_employed;employed;not_working
self_employed_1_5_in_d15b;employed_6_14_in_d15b;never_paid_work_15_in_d15b;1;2;0;self_employed;employed;not_working
self_employed_1_5_in_v527;employed_6_14_in_v527;not_working_15_in_v527;1;2;0;self_employed;employed;not_working
self_employed_1_5_in_v608;employed_6_14_in_v608;not_working_15_in_v608;1;2;0;self_employed;employed;not_working
self_employed_1_to_5_in_d15b;employed_6_to_14_in_d15b;never_paid_work_15_in_d15b;1;2;0;self_employed;employed;never_paid_work
self_employed_5_9_in_d15a;employed_10_18_in_d15a;not_working_1_4_in_d15a;1;2;0;self_employed;employed;not_working
self_employed_5_9_in_v525;employed_10_18_in_v525;not_working_1_4_in_v525;1;2;0;self_employed;employed;not_working
self_employed_5_9_in_v606;employed_10_18_in_v606;not_working_1_4_in_v606;1;2;0;self_employed;employed;not_working
self_employed_5_to_9_in_d15a;employed_10_to_18_in_d15a;not_working_1_to_4_in_d15a;1;2;0;self_employed;employed;not_working
severely_limited;somewhat_limited;not_at_all_limited;2;1;0;severly_limited;somewhat_limited;not_limited
severely_limited;somewhat_limited;not_limited_at_all;2;1;0;severly_limited;somewhat_limited;not_limited
severely_restricted;somewhat_restricted;not_restricted;2;1;0;severly_limited;somewhat_limited;not_limited
should_be_publicly_available;should_not_be_publicly_available;depends_spont_;2;1;0;severly_limited;somewhat_limited;not_limited
sped_up;slowed_down;stay_as_it_is;;;;;;
stay_in_the_eu;leave_the_eu;not_vote_blank_spoil_vote_spontaneous;;;;;;
strong;medium;low;2;1;0;strong;medium;low
tend_not_to_trust_1_4_in_qa8;neither_trust_nor_distrust_5_6_in_qa8;tend_to_trust_7_8_in_qa8;1;0;-1;tend_not_trust_3;neither_trust_distrust_3;tend_to_trust_3
tend_to_agree;tend_to_disagree;it_depends_spont_;1;-1;0;tend_to_agree;tend_to_disagree;depends
tends_to_be_an_advantage;tends_to_be_a_disadvantage;neither;;;;;;
that_there_is_no_safe_way_to_dispose_of_this_waste;that_all_options_and_all_risks_are_being_assessed;it_is_politically_unpopular_to_take_decisions_about;;;;;;
the_eu_should_apply_higher_import_duties_on_goods_from_non_european_countries_and_businesses_that_;the_eu_should_not_apply_higher_import_duties_on_goods_from_non_european_countries_and_businesses_that_;none_spontaneous;;;;;;
the_european_level;the_national_level;the_regional_or_local_level;;;;;;
the_european_union;other_countries_in_the_world;both;;;;;;
the_nationality_government_should_take_more_responsibility_to_ensure_that_everyone_is_provided_for;people_should_take_more_responsibility_to_provide_for_themselves;it_depends_spontaneous;;;;;;
the_person_who_works;the_employer;the_government;;;;;;
things_are_going_in_the_right_direction;things_are_going_in_the_wrong_direction;neither_nor_spont_;1;-1;0;right;wrong;neither
things_are_going_in_the_right_direction;things_are_going_in_the_wrong_direction;neither_the_one_nor_the_other_spont_;1;-1;0;right;wrong;neither
things_are_going_in_the_right_direction;things_are_going_in_the_wrong_direction;neither_the_one_nor_the_other_spontaneous;1;-1;0;right;wrong;neither
this_is_acceptable_because_economic_development_takes_precedence;this_should_be_prohibited_because_these_are_our_most_important_nature_areas;this_is_only_acceptable_for_projects_of_major_public_interest_and_if_the_damage_is_fully_compensated_for__;;;;;;
to_a_big_extent;to_some_extent;not_at_all;;;;;;
too_ambitious;about_right;too_modest;1;0;-1;too_ambitious;about_right;too_modest
too_big;too_small;about_right;1;-1;0;too_big;too_small;about_right
too_high;too_low;about_right;1;-1;0;high;low;about_right
too_important;sufficient;not_important_enough;;;;;;
too_low;about_right;too_high;1;0;-1;high;about_right;low
too_many;a_lot_but_not_too_many;not_many;;;;;;
too_many_areas;not_enough_areas;right_number_of_areas;;;;;;
too_much;about_right;too_little;1;0;-1;too_much;about_right;too_little
too_much;about_the_right_amount;not_enough;1;0;-1;too_much;about_right;too_little
too_much;about_the_right_amount;too_little;1;0;-1;too_much;about_right;too_little
too_much;enough;too_little;1;0;-1;too_much;about_right;too_little
too_much_importance;not_enough_importance;just_about_right_level;1;-1;0;too_much;too_little;about_right
;;;;;;;;
top_7_10;middle_4_6;bottom_1_3;8.5;5;2;top;middle;bottom
total_costs_related_criteria;total_quality_related_criteria;total_service_related_criteria;6;7;8;total_costs_related_criteria;total_quality_related_criteria;total_service_related_criteria
total_easy;total_moderate;total_difficult;1;0;-1;easy;moderate;difficult
total_low_importance;total_medium_importance;total_high_importance;1;0;-1;low;medium;high
total_not_important_1_4;total_fairly_important_5_6;total_important_7_10;;;;;;
total_rather_standstill_1;2;total_moderate_speed_3;4;5;total_rather_running_6;7;;
total_unacceptable_1_4;total_fairly_acceptable_5_6;total_acceptable_7_10;;;;;;
total_uncomfortable;total_moderately_comfortable;total_comfortable;;;;;;
unanimously_by_all_member_states;by_a_majority_of_member_states;it_depends_spontaneous;;;;;;
under_45_minutes;45_59_minutes;over_60_minutes;;;;;;
universities_must_be_open_to_all_students_;universities_must_be_able_to_select_students_;neither_spont_;;;;;;
unwarranted_intrusion_into_citizens_pers_affairs;compared_to_benefits_only_minor_inconvenience;not_an_intrusion_at_all;;;;;;
up_to_5_000;5_001_to_100_000;more_than_100_000;;;;lt_5001;5001_100000;gt_100000
up_to_5_000_inhabitants;from_5_001_to_100_000_inhabitants;more_than_100_000_inhabitants;;;;lt_5001;5001_100000;gt_100000
up_to_6_000;6_001_to_10_000;more_than_10_000;;;;lt_6001;6001_10000;gt_10000
usefulness;risk;moral_acceptability;;;;;;
veri;qender;jug;;;;;;
very_familiar;not_very_familiar;never_heard_of;2;1;0;;;
very_good;good;basic;2;1;0;;;
very_interested;moderately_interested;not_at_all_interested;2;1;0;;;
very_sorry;indifferent;very_relieved;-1;0;1;;;
very_well_informed;mod_well_informed;poorly_informed;2;1;0;;;
villages_lt_1_201_inhabitants;middle_size_1_201_6_000_inhabitants;cities_gt_6_000_inhabitants;;;;;;
villages_up_to_1_200;middle_size_residences_1_201_to_6_000;cities_more_than_6_000;;;;;;
villages_up_to_1_200_inhabitants;middle_size_1_201_6_000_inhabitants;cities_more_than_6_000_inhabitants;;;;;;
voreia_ellada_northern_greece;kentriki_ellada_central_greece;nisia_aigaiou_kriti_east_and_south_islands;;;;;;
voreia_ellada_northern_greece;kentriki_ellada_central_greece;nisia_aigaiou_kriti_east_and_south_islands;;;;;;
voted_for;voted_against;did_not_vote;1;-1;0;for;against;did_not_vote
wallonie;brussels;vlaanderen;6;7;8;wallonie;brussels;vlaanderen
wallonie;bruxelles_brussel;vlaams_gewest;6;7;8;wallonie;brussels;vlaanderen
wallonie;bruxelles_brussel;vlaanderen;6;7;8;wallonie;brussels;vlaanderen
watch_televised_news_on_this_channel;watch_televised_news_on_another_channel;would_not_have_any_influence;;;;;;
we_should_spend_more_money_in_support_of_developing_countries;we_should_continue_spending_as_we_do;we_should_spend_less_money_in_support_of_developing_countries;;;;;;
when_you_feel_better;when_you_have_taken_all_of_the_antibiotics_as_directed_by_your_doctor_correct;other_spontaneous;;;;;;
will_improve;no_effect;will_make_things_worse;1;0;-1;improved;same;worse
will_improve_quality;will_leave_quality_unchanged;will_reduce_quality;;;;;;
will_improve_way_of_life;no_effect_on_way_of_life;deteriorate_way_of_life;;;;;;
will_increase;will_decrease;will_remain_unchanged;;;;;;
will_reduce_prices;will_leave_prices_unchanged;will_increase_prices;;;;;;
within_the_past_12_months;1_5_years_ago;not_within_the_past_5_years_or_never;;;;;;
would_like_to_take_part_in_debate;debate_should_be_restricted_to_scientists;none_of_these_spont_;2;1;0;would_like_to_take_part_in_debate;debate_should_be_restricted_to_scientists;none_of_these
